"Subject","lever_side","reaction","cumulative_count","colony","body_part","log_cumulative_count","box_between_solves","paw_comb","con_pres"
"squirrel_18","right lever","no reaction",171,"P","right paw",5.14166355650266,1,"ipsi",0
"squirrel_18","right lever","no reaction",172,"P","right paw",5.14749447681345,0,"ipsi",0
"squirrel_13","right lever","exit",2,"P","left paw",0.693147180559945,5,"contra",0
"squirrel_21","right lever","exit",1,"P","left paw",0,1,"contra",0
"squirrel_18","right lever","no reaction",173,"P","right paw",5.15329159449778,0,"ipsi",0
"squirrel_18","right lever","no reaction",174,"P","both paws",5.15905529921453,0,"both",0
"squirrel_21","right lever","exit",2,"P","left paw",0.693147180559945,0,"contra",0
"squirrel_21","right lever","exit",3,"P","both paws",1.09861228866811,0,"both",0
"squirrel_18","right lever","no reaction",175,"P","right paw",5.16478597392351,0,"ipsi",0
"squirrel_21","left lever","exit",4,"P","left paw",1.38629436111989,2,"ipsi",0
"squirrel_18","right lever","no reaction",176,"P","both paws",5.17048399503815,0,"both",0
"squirrel_18","right lever","no reaction",177,"P","right paw",5.17614973257383,0,"ipsi",0
"squirrel_18","right lever","no reaction",178,"P","both paws",5.18178355029209,0,"both",0
"squirrel_18","right lever","no reaction",179,"P","right paw",5.18738580584075,0,"ipsi",0
"squirrel_18","left lever","flinch",180,"P","left paw",5.19295685089021,0,"ipsi",0
"squirrel_21","left lever","exit",5,"P","left paw",1.6094379124341,1,"ipsi",0
"squirrel_18","right lever","no reaction",181,"P","both paws",5.19849703126583,0,"both",0
"squirrel_23","left lever","exit",5,"P","left paw",1.6094379124341,17,"ipsi",0
"squirrel_23","left lever","exit",6,"P","left paw",1.79175946922805,1,"ipsi",0
"squirrel_23","left lever","exit",7,"P","left paw",1.94591014905531,2,"ipsi",0
"squirrel_23","right lever","exit",8,"P","left paw",2.07944154167984,0,"contra",0
"squirrel_16","right lever","exit",9,"P","right paw",2.19722457733622,2,"ipsi",0
"squirrel_16","left lever","exit",10,"P","left paw",2.30258509299405,0,"ipsi",0
"squirrel_23","left lever","exit",9,"P","right paw",2.19722457733622,1,"contra",0
"squirrel_18","left lever","no reaction",182,"P","both paws",5.2040066870768,3,"both",0
"squirrel_23","left lever","exit",10,"P","right paw",2.30258509299405,0,"contra",1
"squirrel_21","left lever","exit",6,"P","left paw",1.79175946922805,3,"ipsi",0
"squirrel_23","left lever","exit",11,"P","right paw",2.39789527279837,1,"contra",0
"squirrel_21","left lever","exit",7,"P","left paw",1.94591014905531,0,"ipsi",0
"squirrel_21","left lever","exit",8,"P","right paw",2.07944154167984,0,"contra",0
"squirrel_16","left lever","exit",11,"P","left paw",2.39789527279837,4,"ipsi",0
"squirrel_22","left lever","flinch",2,"P","left paw",0.693147180559945,5,"ipsi",0
"squirrel_18","left lever","no reaction",183,"P","both paws",5.20948615284142,1,"both",0
"squirrel_18","left lever","no reaction",184,"P","both paws",5.21493575760899,1,"both",0
"squirrel_18","left lever","no reaction",185,"P","both paws",5.22035582507832,0,"both",0
"squirrel_18","left lever","no reaction",186,"P","both paws",5.2257466737132,0,"both",0
"squirrel_22","left lever","exit",3,"P","left paw",1.09861228866811,0,"ipsi",0
"squirrel_21","left lever","exit",9,"P","both paws",2.19722457733622,0,"both",0
"squirrel_21","left lever","exit",10,"P","left paw",2.30258509299405,0,"ipsi",0
"squirrel_18","left lever","no reaction",187,"P","both paws",5.23110861685459,0,"both",0
"squirrel_18","right lever","no reaction",188,"P","both paws",5.23644196282995,3,"both",0
"squirrel_18","left lever","no reaction",189,"P","left paw",5.24174701505964,1,"ipsi",0
"squirrel_18","left lever","no reaction",190,"P","both paws",5.24702407216049,0,"both",0
"squirrel_18","left lever","no reaction",191,"P","both paws",5.25227342804663,0,"both",0
"squirrel_22","right lever","exit",4,"P","right paw",1.38629436111989,8,"ipsi",0
"squirrel_22","right lever","exit",5,"P","right paw",1.6094379124341,2,"ipsi",0
"squirrel_22","right lever","exit",6,"P","right paw",1.79175946922805,1,"ipsi",0
"squirrel_13","left lever","exit",3,"P","left paw",1.09861228866811,6,"ipsi",0
"squirrel_22","left lever","exit",7,"P","left paw",1.94591014905531,3,"ipsi",0
"squirrel_22","right lever","exit",8,"P","right paw",2.07944154167984,2,"ipsi",0
"squirrel_22","left lever","exit",9,"P","left paw",2.19722457733622,1,"ipsi",0
"squirrel_22","left lever","exit",10,"P","left paw",2.30258509299405,0,"ipsi",0
"squirrel_22","left lever","flinch",11,"P","left paw",2.39789527279837,0,"ipsi",0
"squirrel_8","right lever","exit",7,"C","left paw",1.94591014905531,1,"contra",0
"squirrel_8","left lever","exit",8,"C","left paw",2.07944154167984,1,"ipsi",0
"squirrel_8","right lever","exit",9,"C","right paw",2.19722457733622,1,"ipsi",0
"squirrel_8","left lever","exit",10,"C","left paw",2.30258509299405,0,"ipsi",0
"squirrel_8","right lever","exit",11,"C","right paw",2.39789527279837,3,"ipsi",0
"squirrel_8","left lever","exit",12,"C","right paw",2.484906649788,1,"contra",0
"squirrel_8","left lever","exit",13,"C","right paw",2.56494935746154,1,"contra",0
"squirrel_8","left lever","exit",14,"C","left paw",2.63905732961526,0,"ipsi",0
"squirrel_8","right lever","exit",15,"C","right paw",2.70805020110221,2,"ipsi",0
"squirrel_8","right lever","exit",16,"C","right paw",2.77258872223978,0,"ipsi",0
"squirrel_8","left lever","exit",17,"C","left paw",2.83321334405622,1,"ipsi",0
"squirrel_8","left lever","exit",18,"C","both paws",2.89037175789616,5,"both",0
"squirrel_17","right lever","exit",1,"C","both paws",0,3,"both",0
"squirrel_8","left lever","exit",19,"C","left paw",2.94443897916644,1,"ipsi",0
"squirrel_8","right lever","exit",20,"C","both paws",2.99573227355399,0,"both",0
"squirrel_8","right lever","exit",21,"C","right paw",3.04452243772342,2,"ipsi",0
"squirrel_17","left lever","exit",2,"C","both paws",0.693147180559945,0,"both",0
"squirrel_17","right lever","exit",3,"C","right paw",1.09861228866811,2,"ipsi",0
"squirrel_17","right lever","exit",4,"C","both paws",1.38629436111989,2,"both",0
"squirrel_8","right lever","exit",22,"C","right paw",3.09104245335832,0,"ipsi",0
"squirrel_8","left lever","exit",23,"C","left paw",3.13549421592915,1,"ipsi",0
"squirrel_8","left lever","exit",24,"C","left paw",3.17805383034795,0,"ipsi",0
"squirrel_8","left lever","exit",25,"C","both paws",3.2188758248682,1,"both",0
"squirrel_2","left lever","exit",19,"C","left paw",2.94443897916644,1,"ipsi",0
"squirrel_2","left lever","alert",20,"C","left paw",2.99573227355399,2,"ipsi",0
"squirrel_2","right lever","no reaction",21,"C","right paw",3.04452243772342,2,"ipsi",0
"squirrel_2","left lever","no reaction",22,"C","both paws",3.09104245335832,1,"both",0
"squirrel_1","left lever","exit",11,"C","right paw",2.39789527279837,4,"contra",0
"squirrel_1","left lever","exit",12,"C","left paw",2.484906649788,7,"ipsi",0
"squirrel_1","right lever","exit",13,"C","right paw",2.56494935746154,6,"ipsi",0
"squirrel_1","right lever","exit",14,"C","right paw",2.63905732961526,2,"ipsi",0
"squirrel_2","right lever","no reaction",23,"C","both paws",3.13549421592915,6,"both",0
"squirrel_2","right lever","exit",24,"C","right paw",3.17805383034795,1,"ipsi",0
"squirrel_2","right lever","no reaction",25,"C","right paw",3.2188758248682,1,"ipsi",0
"squirrel_1","right lever","exit",15,"C","right paw",2.70805020110221,2,"ipsi",0
"squirrel_2","right lever","no reaction",26,"C","right paw",3.25809653802148,1,"ipsi",0
"squirrel_2","right lever","no reaction",27,"C","both paws",3.29583686600433,1,"both",0
"squirrel_2","right lever","no reaction",28,"C","left paw",3.3322045101752,1,"contra",1
"squirrel_1","right lever","exit",16,"C","right paw",2.77258872223978,2,"ipsi",0
"squirrel_2","right lever","no reaction",29,"C","both paws",3.36729582998647,1,"both",1
"squirrel_1","left lever","flinch",17,"C","left paw",2.83321334405622,1,"ipsi",0
"squirrel_2","left lever","no reaction",30,"C","both paws",3.40119738166216,1,"both",0
"squirrel_1","right lever","exit",18,"C","right paw",2.89037175789616,3,"ipsi",0
"squirrel_2","right lever","no reaction",31,"C","both paws",3.43398720448515,1,"both",0
"squirrel_2","left lever","no reaction",32,"C","right paw",3.46573590279973,2,"contra",0
"squirrel_2","left lever","no reaction",33,"C","both paws",3.49650756146648,1,"both",0
"squirrel_2","left lever","no reaction",34,"C","left paw",3.52636052461616,1,"ipsi",0
"squirrel_5","left lever","flinch",1,"C","left paw",0,21,"ipsi",1
"squirrel_2","left lever","no reaction",35,"C","right paw",3.55534806148941,1,"contra",0
"squirrel_2","left lever","no reaction",36,"C","left paw",3.58351893845611,2,"ipsi",0
"squirrel_2","left lever","no reaction",37,"C","left paw",3.61091791264422,1,"ipsi",0
"squirrel_5","left lever","flinch",2,"C","left paw",0.693147180559945,5,"ipsi",0
"squirrel_5","left lever","exit",3,"C","left paw",1.09861228866811,1,"ipsi",0
"squirrel_5","left lever","exit",4,"C","left paw",1.38629436111989,1,"ipsi",0
"squirrel_5","left lever","flinch",5,"C","both paws",1.6094379124341,1,"both",0
"squirrel_1","left lever","no reaction",19,"C","left paw",2.94443897916644,23,"ipsi",0
"squirrel_1","left lever","flinch",20,"C","left paw",2.99573227355399,1,"ipsi",0
"squirrel_1","left lever","alert",21,"C","left paw",3.04452243772342,2,"ipsi",0
"squirrel_5","left lever","alert",6,"C","both paws",1.79175946922805,9,"both",0
"squirrel_5","left lever","exit",7,"C","left paw",1.94591014905531,3,"ipsi",0
"squirrel_1","left lever","exit",22,"C","right paw",3.09104245335832,9,"contra",0
"squirrel_5","left lever","exit",8,"C","left paw",2.07944154167984,6,"ipsi",1
"squirrel_1","left lever","exit",23,"C","left paw",3.13549421592915,5,"ipsi",1
"squirrel_5","left lever","exit",9,"C","left paw",2.19722457733622,6,"ipsi",0
"squirrel_5","left lever","exit",10,"C","left paw",2.30258509299405,1,"ipsi",1
"squirrel_5","right lever","flinch",11,"C","right paw",2.39789527279837,2,"ipsi",0
"squirrel_5","right lever","exit",12,"C","left paw",2.484906649788,4,"contra",0
"squirrel_5","right lever","exit",13,"C","left paw",2.56494935746154,2,"contra",0
"squirrel_1","right lever","exit",24,"C","right paw",3.17805383034795,12,"ipsi",1
"squirrel_5","right lever","exit",14,"C","left paw",2.63905732961526,0,"contra",0
"squirrel_1","left lever","flinch",25,"C","left paw",3.2188758248682,1,"ipsi",1
"squirrel_16","left lever","exit",12,"P","right paw",2.484906649788,3,"contra",0
"squirrel_16","left lever","exit",13,"P","right paw",2.56494935746154,1,"contra",0
"squirrel_18","left lever","no reaction",192,"P","left paw",5.25749537202778,2,"ipsi",0
"squirrel_23","left lever","exit",12,"P","left paw",2.484906649788,5,"ipsi",0
"squirrel_18","left lever","no reaction",193,"P","left paw",5.26269018890489,1,"ipsi",0
"squirrel_16","right lever","exit",14,"P","left paw",2.63905732961526,5,"contra",0
"squirrel_16","right lever","exit",15,"P","right paw",2.70805020110221,1,"ipsi",0
"squirrel_18","left lever","no reaction",194,"P","left paw",5.26785815906333,1,"ipsi",0
"squirrel_18","left lever","no reaction",195,"P","both paws",5.27299955856375,1,"both",1
"squirrel_16","left lever","exit",16,"P","right paw",2.77258872223978,1,"contra",0
"squirrel_16","left lever","exit",17,"P","left paw",2.83321334405622,4,"ipsi",0
"squirrel_16","right lever","exit",18,"P","left paw",2.89037175789616,1,"contra",0
"squirrel_18","left lever","flinch",196,"P","both paws",5.27811465923052,1,"both",0
"squirrel_16","right lever","exit",19,"P","left paw",2.94443897916644,2,"contra",0
"squirrel_22","right lever","flinch",12,"P","right paw",2.484906649788,8,"ipsi",0
"squirrel_16","right lever","exit",20,"P","right paw",2.99573227355399,1,"ipsi",0
"squirrel_22","right lever","exit",13,"P","right paw",2.56494935746154,0,"ipsi",0
"squirrel_22","left lever","exit",14,"P","both paws",2.63905732961526,1,"both",0
"squirrel_18","left lever","no reaction",197,"P","both paws",5.28320372873799,1,"both",0
"squirrel_16","right lever","exit",21,"P","left paw",3.04452243772342,2,"contra",0
"squirrel_22","right lever","flinch",15,"P","right paw",2.70805020110221,1,"ipsi",0
"squirrel_16","right lever","exit",22,"P","left paw",3.09104245335832,1,"contra",0
"squirrel_22","right lever","no reaction",16,"P","right paw",2.77258872223978,0,"ipsi",0
"squirrel_16","left lever","exit",23,"P","left paw",3.13549421592915,1,"ipsi",0
"squirrel_22","right lever","no reaction",17,"P","right paw",2.83321334405622,0,"ipsi",0
"squirrel_18","left lever","no reaction",198,"P","left paw",5.28826703069454,2,"ipsi",0
"squirrel_22","right lever","no reaction",18,"P","both paws",2.89037175789616,0,"both",0
"squirrel_16","left lever","exit",24,"P","left paw",3.17805383034795,3,"ipsi",0
"squirrel_22","right lever","no reaction",19,"P","right paw",2.94443897916644,1,"ipsi",0
"squirrel_22","right lever","no reaction",20,"P","right paw",2.99573227355399,0,"ipsi",0
"squirrel_22","right lever","no reaction",21,"P","right paw",3.04452243772342,0,"ipsi",0
"squirrel_18","left lever","no reaction",199,"P","right paw",5.29330482472449,2,"contra",0
"squirrel_16","left lever","exit",25,"P","right paw",3.2188758248682,1,"contra",0
"squirrel_16","left lever","exit",26,"P","right paw",3.25809653802148,1,"contra",0
"squirrel_22","right lever","no reaction",22,"P","right paw",3.09104245335832,0,"ipsi",0
"squirrel_18","left lever","no reaction",200,"P","left paw",5.29831736654804,1,"ipsi",0
"squirrel_18","left lever","no reaction",201,"P","left paw",5.30330490805908,1,"ipsi",0
"squirrel_16","left lever","exit",27,"P","left paw",3.29583686600433,1,"ipsi",0
"squirrel_22","right lever","no reaction",23,"P","right paw",3.13549421592915,1,"ipsi",0
"squirrel_22","right lever","no reaction",24,"P","right paw",3.17805383034795,0,"ipsi",0
"squirrel_22","right lever","no reaction",25,"P","right paw",3.2188758248682,0,"ipsi",0
"squirrel_22","right lever","no reaction",26,"P","right paw",3.25809653802148,0,"ipsi",0
"squirrel_22","right lever","no reaction",27,"P","right paw",3.29583686600433,0,"ipsi",0
"squirrel_16","left lever","exit",28,"P","left paw",3.3322045101752,3,"ipsi",0
"squirrel_22","right lever","no reaction",28,"P","right paw",3.3322045101752,0,"ipsi",0
"squirrel_22","right lever","no reaction",29,"P","right paw",3.36729582998647,0,"ipsi",0
"squirrel_16","left lever","exit",29,"P","right paw",3.36729582998647,1,"contra",0
"squirrel_22","right lever","no reaction",30,"P","left paw",3.40119738166216,0,"contra",0
"squirrel_22","right lever","no reaction",31,"P","right paw",3.43398720448515,0,"ipsi",0
"squirrel_22","right lever","no reaction",32,"P","right paw",3.46573590279973,0,"ipsi",0
"squirrel_23","left lever","exit",13,"P","left paw",2.56494935746154,9,"ipsi",0
"squirrel_22","right lever","no reaction",33,"P","right paw",3.49650756146648,0,"ipsi",0
"squirrel_22","right lever","no reaction",34,"P","right paw",3.52636052461616,0,"ipsi",0
"squirrel_22","right lever","no reaction",35,"P","right paw",3.55534806148941,0,"ipsi",0
"squirrel_16","left lever","exit",30,"P","left paw",3.40119738166216,3,"ipsi",0
"squirrel_22","right lever","no reaction",36,"P","left paw",3.58351893845611,0,"contra",0
"squirrel_22","right lever","flinch",37,"P","both paws",3.61091791264422,0,"both",0
"squirrel_16","left lever","exit",31,"P","left paw",3.43398720448515,2,"ipsi",0
"squirrel_22","right lever","alert",38,"P","right paw",3.63758615972639,1,"ipsi",0
"squirrel_22","right lever","alert",39,"P","both paws",3.66356164612965,0,"both",0
"squirrel_16","left lever","exit",32,"P","right paw",3.46573590279973,3,"contra",0
"squirrel_18","right lever","no reaction",202,"P","both paws",5.30826769740121,1,"both",0
"squirrel_18","right lever","no reaction",203,"P","both paws",5.31320597904179,1,"both",0
"squirrel_18","right lever","no reaction",204,"P","both paws",5.31811999384422,0,"both",0
"squirrel_16","left lever","exit",33,"P","right paw",3.49650756146648,1,"contra",0
"squirrel_18","right lever","no reaction",205,"P","both paws",5.32300997913841,1,"both",0
"squirrel_18","right lever","no reaction",206,"P","both paws",5.32787616878958,1,"both",0
"squirrel_16","left lever","exit",34,"P","right paw",3.52636052461616,1,"contra",0
"squirrel_18","right lever","no reaction",207,"P","both paws",5.33271879326537,1,"both",0
"squirrel_18","right lever","no reaction",208,"P","right paw",5.33753807970132,0,"ipsi",0
"squirrel_18","right lever","no reaction",209,"P","right paw",5.34233425196481,2,"ipsi",0
"squirrel_18","right lever","no reaction",210,"P","right paw",5.34710753071747,0,"ipsi",0
"squirrel_18","right lever","no reaction",211,"P","right paw",5.35185813347607,0,"ipsi",0
"squirrel_16","left lever","exit",35,"P","right paw",3.55534806148941,3,"contra",0
"squirrel_18","right lever","no reaction",212,"P","right paw",5.35658627467201,1,"ipsi",0
"squirrel_18","right lever","no reaction",213,"P","right paw",5.36129216570943,0,"ipsi",0
"squirrel_18","right lever","no reaction",214,"P","both paws",5.36597601502185,1,"both",0
"squirrel_16","left lever","exit",36,"P","right paw",3.58351893845611,1,"contra",0
"squirrel_18","right lever","no reaction",215,"P","right paw",5.37063802812766,1,"ipsi",0
"squirrel_23","left lever","exit",14,"P","left paw",2.63905732961526,6,"ipsi",0
"squirrel_18","right lever","no reaction",216,"P","right paw",5.37527840768417,1,"ipsi",0
"squirrel_16","left lever","exit",37,"P","left paw",3.61091791264422,1,"ipsi",0
"squirrel_18","right lever","no reaction",217,"P","right paw",5.37989735354046,1,"ipsi",0
"squirrel_18","right lever","no reaction",218,"P","right paw",5.38449506278909,0,"ipsi",0
"squirrel_18","right lever","no reaction",219,"P","right paw",5.3890717298165,1,"ipsi",0
"squirrel_18","right lever","no reaction",220,"P","both paws",5.39362754635236,1,"both",0
"squirrel_16","left lever","exit",38,"P","right paw",3.63758615972639,1,"contra",0
"squirrel_18","right lever","no reaction",221,"P","both paws",5.39816270151775,1,"both",0
"squirrel_18","right lever","no reaction",222,"P","both paws",5.40267738187228,1,"both",0
"squirrel_23","left lever","exit",15,"P","right paw",2.70805020110221,3,"contra",0
"squirrel_18","right lever","no reaction",223,"P","right paw",5.40717177146012,1,"ipsi",0
"squirrel_18","right lever","no reaction",224,"P","both paws",5.41164605185504,1,"both",0
"squirrel_23","left lever","exit",16,"P","right paw",2.77258872223978,2,"contra",0
"squirrel_16","left lever","exit",39,"P","left paw",3.66356164612965,3,"ipsi",0
"squirrel_16","left lever","exit",40,"P","left paw",3.68887945411394,1,"ipsi",0
"squirrel_23","left lever","exit",17,"P","left paw",2.83321334405622,4,"ipsi",0
"squirrel_16","left lever","exit",41,"P","left paw",3.71357206670431,1,"ipsi",0
"squirrel_16","left lever","exit",42,"P","left paw",3.73766961828337,2,"ipsi",0
"squirrel_23","left lever","exit",18,"P","left paw",2.89037175789616,3,"ipsi",0
"squirrel_16","left lever","exit",43,"P","left paw",3.76120011569356,2,"ipsi",0
"squirrel_16","left lever","exit",44,"P","left paw",3.78418963391826,1,"ipsi",0
"squirrel_23","left lever","exit",19,"P","left paw",2.94443897916644,13,"ipsi",0
"squirrel_23","left lever","exit",20,"P","right paw",2.99573227355399,1,"contra",0
"squirrel_22","left lever","exit",40,"P","right paw",3.68887945411394,3,"contra",0
"squirrel_6","left lever","exit",43,"C","right paw",3.76120011569356,10,"contra",0
"squirrel_6","left lever","exit",44,"C","right paw",3.78418963391826,0,"contra",0
"squirrel_6","left lever","exit",45,"C","both paws",3.80666248977032,0,"both",0
"squirrel_6","left lever","exit",46,"C","both paws",3.8286413964891,1,"both",0
"squirrel_6","left lever","flinch",47,"C","left paw",3.85014760171006,4,"ipsi",0
"squirrel_6","left lever","no reaction",48,"C","right paw",3.87120101090789,0,"contra",0
"squirrel_6","left lever","exit",49,"C","right paw",3.89182029811063,1,"contra",0
"squirrel_6","left lever","exit",50,"C","left paw",3.91202300542815,0,"ipsi",0
"squirrel_6","left lever","flinch",51,"C","right paw",3.93182563272433,1,"contra",0
"squirrel_6","left lever","no reaction",52,"C","right paw",3.95124371858143,0,"contra",0
"squirrel_6","left lever","no reaction",53,"C","right paw",3.97029191355212,2,"contra",0
"squirrel_6","left lever","no reaction",54,"C","left paw",3.98898404656427,0,"ipsi",0
"squirrel_6","left lever","no reaction",55,"C","left paw",4.00733318523247,1,"ipsi",0
"squirrel_6","left lever","no reaction",56,"C","left paw",4.02535169073515,0,"ipsi",0
"squirrel_6","left lever","no reaction",57,"C","right paw",4.04305126783455,1,"contra",0
"squirrel_6","left lever","no reaction",58,"C","left paw",4.06044301054642,0,"ipsi",0
"squirrel_6","left lever","no reaction",59,"C","left paw",4.07753744390572,4,"ipsi",0
"squirrel_6","left lever","no reaction",60,"C","left paw",4.0943445622221,0,"ipsi",0
"squirrel_6","left lever","no reaction",61,"C","right paw",4.11087386417331,0,"contra",0
"squirrel_6","left lever","no reaction",62,"C","left paw",4.12713438504509,0,"ipsi",0
"squirrel_6","left lever","no reaction",63,"C","right paw",4.14313472639153,1,"contra",0
"squirrel_6","left lever","no reaction",64,"C","left paw",4.15888308335967,1,"ipsi",0
"squirrel_6","left lever","no reaction",65,"C","right paw",4.17438726989564,0,"contra",0
"squirrel_6","left lever","no reaction",66,"C","left paw",4.18965474202643,0,"ipsi",0
"squirrel_6","left lever","no reaction",67,"C","left paw",4.20469261939097,1,"ipsi",0
"squirrel_6","left lever","no reaction",68,"C","both paws",4.21950770517611,0,"both",0
"squirrel_6","left lever","no reaction",69,"C","right paw",4.23410650459726,0,"contra",0
"squirrel_6","left lever","no reaction",70,"C","left paw",4.24849524204936,1,"ipsi",0
"squirrel_6","left lever","no reaction",71,"C","left paw",4.26267987704132,0,"ipsi",0
"squirrel_6","left lever","no reaction",72,"C","right paw",4.27666611901606,0,"contra",0
"squirrel_6","left lever","no reaction",73,"C","left paw",4.29045944114839,1,"ipsi",0
"squirrel_6","left lever","no reaction",74,"C","right paw",4.30406509320417,0,"contra",0
"squirrel_6","left lever","no reaction",75,"C","right paw",4.31748811353631,0,"contra",0
"squirrel_6","left lever","no reaction",76,"C","left paw",4.33073334028633,0,"ipsi",0
"squirrel_6","left lever","no reaction",77,"C","right paw",4.34380542185368,0,"contra",0
"squirrel_6","left lever","no reaction",78,"C","left paw",4.35670882668959,0,"ipsi",0
"squirrel_6","left lever","no reaction",79,"C","both paws",4.36944785246702,0,"both",0
"squirrel_6","left lever","no reaction",80,"C","both paws",4.38202663467388,0,"both",0
"squirrel_6","left lever","no reaction",81,"C","left paw",4.39444915467244,1,"ipsi",0
"squirrel_6","left lever","no reaction",82,"C","left paw",4.40671924726425,0,"ipsi",0
"squirrel_6","left lever","no reaction",83,"C","right paw",4.4188406077966,0,"contra",0
"squirrel_6","left lever","no reaction",84,"C","left paw",4.43081679884331,0,"ipsi",0
"squirrel_6","left lever","no reaction",85,"C","left paw",4.44265125649032,0,"ipsi",0
"squirrel_6","left lever","no reaction",86,"C","left paw",4.45434729625351,0,"ipsi",0
"squirrel_6","left lever","no reaction",87,"C","left paw",4.46590811865458,0,"ipsi",0
"squirrel_6","left lever","no reaction",88,"C","right paw",4.47733681447821,0,"contra",0
"squirrel_6","left lever","no reaction",89,"C","both paws",4.48863636973214,0,"both",0
"squirrel_6","left lever","no reaction",90,"C","left paw",4.49980967033027,0,"ipsi",0
"squirrel_6","left lever","no reaction",91,"C","left paw",4.51085950651685,0,"ipsi",0
"squirrel_6","left lever","no reaction",92,"C","left paw",4.52178857704904,0,"ipsi",0
"squirrel_6","left lever","no reaction",93,"C","left paw",4.53259949315326,0,"ipsi",0
"squirrel_6","left lever","no reaction",94,"C","right paw",4.54329478227,0,"contra",0
"squirrel_6","left lever","no reaction",95,"C","right paw",4.55387689160054,0,"contra",0
"squirrel_6","left lever","no reaction",96,"C","left paw",4.56434819146784,0,"ipsi",0
"squirrel_6","left lever","no reaction",97,"C","right paw",4.57471097850338,0,"contra",0
"squirrel_6","left lever","no reaction",98,"C","both paws",4.58496747867057,0,"both",0
"squirrel_6","left lever","no reaction",99,"C","both paws",4.59511985013459,0,"both",0
"squirrel_6","left lever","flinch",100,"C","left paw",4.60517018598809,0,"ipsi",0
"squirrel_6","left lever","no reaction",101,"C","both paws",4.61512051684126,0,"both",0
"squirrel_6","left lever","no reaction",102,"C","left paw",4.62497281328427,0,"ipsi",0
"squirrel_6","left lever","no reaction",103,"C","left paw",4.63472898822964,0,"ipsi",0
"squirrel_6","left lever","no reaction",104,"C","both paws",4.64439089914137,0,"both",0
"squirrel_6","left lever","no reaction",105,"C","left paw",4.65396035015752,0,"ipsi",0
"squirrel_6","left lever","no reaction",106,"C","both paws",4.66343909411207,0,"both",0
"squirrel_6","left lever","no reaction",107,"C","left paw",4.67282883446191,0,"ipsi",0
"squirrel_6","left lever","no reaction",108,"C","right paw",4.68213122712422,0,"contra",0
"squirrel_6","left lever","no reaction",109,"C","right paw",4.69134788222914,0,"contra",0
"squirrel_6","left lever","no reaction",110,"C","left paw",4.70048036579242,0,"ipsi",0
"squirrel_6","left lever","no reaction",111,"C","right paw",4.70953020131233,0,"contra",0
"squirrel_6","left lever","no reaction",112,"C","left paw",4.71849887129509,0,"ipsi",0
"squirrel_6","left lever","no reaction",113,"C","left paw",4.72738781871234,0,"ipsi",0
"squirrel_6","left lever","no reaction",114,"C","both paws",4.7361984483945,0,"both",0
"squirrel_6","left lever","no reaction",115,"C","left paw",4.74493212836325,0,"ipsi",0
"squirrel_6","left lever","no reaction",116,"C","right paw",4.75359019110636,0,"contra",0
"squirrel_6","left lever","no reaction",117,"C","both paws",4.76217393479776,1,"both",0
"squirrel_6","left lever","no reaction",118,"C","both paws",4.77068462446567,0,"both",0
"squirrel_6","left lever","no reaction",119,"C","left paw",4.77912349311153,0,"ipsi",0
"squirrel_6","left lever","no reaction",120,"C","both paws",4.78749174278205,0,"both",0
"squirrel_6","left lever","no reaction",121,"C","both paws",4.79579054559674,0,"both",0
"squirrel_6","left lever","no reaction",122,"C","right paw",4.80402104473326,0,"contra",0
"squirrel_6","left lever","no reaction",123,"C","both paws",4.81218435537242,0,"both",0
"squirrel_6","left lever","no reaction",124,"C","both paws",4.82028156560504,0,"both",0
"squirrel_6","left lever","no reaction",125,"C","both paws",4.8283137373023,0,"both",0
"squirrel_6","left lever","no reaction",126,"C","left paw",4.83628190695148,0,"ipsi",0
"squirrel_6","left lever","no reaction",127,"C","left paw",4.84418708645859,0,"ipsi",0
"squirrel_6","left lever","no reaction",128,"C","left paw",4.85203026391962,0,"ipsi",0
"squirrel_6","left lever","no reaction",129,"C","both paws",4.85981240436167,0,"both",0
"squirrel_6","left lever","no reaction",130,"C","left paw",4.86753445045558,0,"ipsi",0
"squirrel_6","left lever","no reaction",131,"C","right paw",4.87519732320115,0,"contra",0
"squirrel_6","left lever","no reaction",132,"C","left paw",4.88280192258637,0,"ipsi",0
"squirrel_6","left lever","no reaction",133,"C","both paws",4.89034912822175,0,"both",0
"squirrel_6","left lever","no reaction",134,"C","left paw",4.89783979995091,0,"ipsi",0
"squirrel_6","left lever","no reaction",135,"C","left paw",4.90527477843843,0,"ipsi",0
"squirrel_6","left lever","no reaction",136,"C","both paws",4.91265488573605,0,"both",0
"squirrel_6","left lever","no reaction",137,"C","left paw",4.91998092582813,0,"ipsi",0
"squirrel_6","left lever","no reaction",138,"C","left paw",4.92725368515721,1,"ipsi",0
"squirrel_6","left lever","no reaction",139,"C","right paw",4.93447393313069,0,"contra",0
"squirrel_6","left lever","no reaction",140,"C","right paw",4.9416424226093,0,"contra",0
"squirrel_6","left lever","no reaction",141,"C","both paws",4.94875989037817,0,"both",0
"squirrel_6","left lever","no reaction",142,"C","left paw",4.95582705760126,1,"ipsi",0
"squirrel_6","left lever","no reaction",143,"C","left paw",4.96284463025991,0,"ipsi",0
"squirrel_6","left lever","no reaction",144,"C","left paw",4.969813299576,0,"ipsi",0
"squirrel_6","left lever","no reaction",145,"C","left paw",4.97673374242057,1,"ipsi",0
