"Subject","cumulative_visits","solves_per_visit","latency_to_first_solve","consumption","total_time_present","age","sex","con_pres","log_cumulative_visits"
"squirrel_31",3,1,0.566000000000031,0,1.53300000000002,"P","F",1,1.09861228866811
"squirrel_31",4,1,0,0,5,"P","F",0,1.38629436111989
"squirrel_32",1,0,NA,1,170.818,"A","F",0,0
"squirrel_32",2,0,NA,0,33.5,"A","F",0,0.693147180559945
"squirrel_32",3,0,NA,1,83.799,"A","F",0,1.09861228866811
"squirrel_31",1,0,NA,0,3.007,"P","F",0,0
"squirrel_31",2,0,NA,0,1.233,"P","F",0,0.693147180559945
"squirrel_31",3,0,NA,1,78.599,"P","F",0,1.09861228866811
"squirrel_31",4,0,NA,0,2.80000000000001,"P","F",1,1.38629436111989
"squirrel_31",5,0,NA,0,5.46699999999998,"P","F",1,1.6094379124341
"squirrel_31",7,0,NA,0,1.233,"P","F",1,1.94591014905531
"squirrel_31",8,0,NA,0,1.73399999999998,"P","F",1,2.07944154167984
"squirrel_31",9,1,36.366,0,5,"P","F",0,2.19722457733622
"squirrel_31",11,1,0.966000000000008,0,1.29900000000004,"P","F",1,2.39789527279837
"squirrel_31",12,0,NA,0,118.532,"P","F",0,2.484906649788
"squirrel_31",13,0,NA,1,50.1659999999999,"P","F",0,2.56494935746154
"squirrel_31",14,1,88.4390000000001,0,88.772,"P","F",0,2.63905732961526
"squirrel_32",1,0,NA,0,35.466,"A","F",0,0
"squirrel_32",2,0,NA,0,47.973,"A","F",1,0.693147180559945
"squirrel_32",3,0,NA,0,30.973,"A","F",1,1.09861228866811
"squirrel_12",1,1,72.166,1,73.088,"A","F",0,0
"squirrel_12",2,0,NA,1,63.266,"A","F",0,0.693147180559945
"squirrel_12",3,0,NA,0,5,"A","F",0,1.09861228866811
"squirrel_12",4,1,4.13299999999998,0,5,"A","F",0,1.38629436111989
"squirrel_12",5,0,NA,0,5.93399999999997,"A","F",0,1.6094379124341
"squirrel_14",1,0,NA,0,19.566,"P","F",1,0
"squirrel_14",2,0,NA,0,10.767,"P","F",1,0.693147180559945
"squirrel_31",1,1,7.53299999999996,0,10.9,"P","F",1,0
"squirrel_31",2,0,NA,0,13.1,"P","F",1,0.693147180559945
"squirrel_32",1,0,NA,0,22.799,"A","F",1,0
"squirrel_4",1,0,NA,1,36.3,"A","M",0,0
"squirrel_4",2,0,NA,0,4.976,"A","M",0,0.693147180559945
"squirrel_4",3,0,NA,1,15,"A","M",0,1.09861228866811
"squirrel_4",4,0,NA,0,5,"A","M",0,1.38629436111989
"squirrel_4",6,0,NA,1,10,"A","M",0,1.79175946922805
"squirrel_4",7,1,6.79999999999998,0,7,"A","M",0,1.94591014905531
"squirrel_4",8,0,NA,1,30.1,"A","M",0,2.07944154167984
"squirrel_4",9,1,12,0,12.7,"A","M",0,2.19722457733622
"squirrel_10",1,0,NA,1,62.566,"P","F",0,0
"squirrel_10",2,0,NA,0,7.59999999999999,"P","F",0,0.693147180559945
"squirrel_10",3,0,NA,0,20.133,"P","F",0,1.09861228866811
"squirrel_10",4,0,NA,0,3.33300000000003,"P","F",0,1.38629436111989
"squirrel_10",5,0,NA,1,54.866,"P","F",0,1.6094379124341
"squirrel_10",6,0,NA,0,31.1990000000001,"P","F",0,1.79175946922805
"squirrel_10",7,0,NA,0,8.03300000000002,"P","F",0,1.94591014905531
"squirrel_10",8,0,NA,0,2.96600000000001,"P","F",0,2.07944154167984
"squirrel_4",1,0,NA,1,30.323,"A","M",1,0
"squirrel_4",2,1,1.40000000000001,0,2.40000000000001,"A","M",0,0.693147180559945
"squirrel_4",3,1,64.166,1,64.432,"A","M",0,1.09861228866811
"squirrel_4",4,1,57.566,1,57.666,"A","M",0,1.38629436111989
"squirrel_4",5,0,NA,1,72.666,"A","M",0,1.6094379124341
"squirrel_4",6,1,6.03300000000002,0,7.267,"A","M",0,1.79175946922805
"squirrel_4",7,1,5.70699999999999,0,7.53999999999996,"A","M",0,1.94591014905531
"squirrel_4",8,0,NA,0,12.6999999999999,"A","M",0,2.07944154167984
"squirrel_4",9,0,NA,0,4.93299999999999,"A","M",0,2.19722457733622
"squirrel_4",10,0,NA,0,4.69999999999993,"A","M",0,2.30258509299405
"squirrel_12",1,0,NA,0,3.967,"A","F",0,0
"squirrel_12",2,0,NA,0,3.43299999999999,"A","F",0,0.693147180559945
"squirrel_12",3,2,32.299,1,113.371,"A","F",0,1.09861228866811
"squirrel_24",1,2,4.90000000000001,1,86.905,"P","F",0,0
"squirrel_24",2,1,3.66700000000003,1,1.86700000000002,"P","F",1,0.693147180559945
"squirrel_24",3,1,1.26599999999996,1,2.86599999999999,"P","F",1,1.09861228866811
"squirrel_24",4,1,3.10000000000002,1,6.76600000000002,"P","F",1,1.38629436111989
"squirrel_32",2,1,3.39999999999998,1,4.666,"A","F",0,0.693147180559945
"squirrel_32",3,0,NA,0,11.266,"A","F",0,1.09861228866811
"squirrel_32",4,0,NA,0,3,"A","F",1,1.38629436111989
"squirrel_32",5,0,NA,0,5,"A","F",0,1.6094379124341
"squirrel_2",1,9,37.133,1,132.965,"A","F",1,0
"squirrel_2",2,4,10.7,1,60.533,"A","F",1,0.693147180559945
"squirrel_2",3,2,8.90000000000003,1,50.133,"A","F",0,1.09861228866811
"squirrel_2",4,3,6.56700000000001,1,42.572,"A","F",0,1.38629436111989
"squirrel_6",1,1,14.067,0,14.5999999999999,"A","M",0,0
"squirrel_6",2,0,NA,0,1.23400000000004,"A","M",0,0.693147180559945
"squirrel_6",3,0,NA,1,19.967,"A","M",0,1.09861228866811
"squirrel_6",4,0,NA,0,5.36699999999996,"A","M",0,1.38629436111989
"squirrel_6",5,0,NA,0,12.5,"A","M",0,1.6094379124341
"squirrel_6",6,1,3.06700000000001,0,5.10000000000002,"A","M",0,1.79175946922805
"squirrel_6",7,1,15.2660000000001,0,15.833,"A","M",0,1.94591014905531
"squirrel_6",8,1,26.367,1,26.6,"A","M",0,2.07944154167984
"squirrel_6",9,0,NA,1,26.2670000000001,"A","M",0,2.19722457733622
"squirrel_6",10,0,NA,0,4.16700000000003,"A","M",0,2.30258509299405
"squirrel_6",11,1,17.033,0,5,"A","M",1,2.39789527279837
"squirrel_6",12,0,NA,1,59.066,"A","M",0,2.484906649788
"squirrel_8",1,0,NA,1,56.906,"P","F",0,0
"squirrel_8",2,1,45.566,0,54.872,"P","F",0,0.693147180559945
"squirrel_8",3,0,NA,0,7.23400000000004,"P","F",0,1.09861228866811
"squirrel_8",4,0,NA,0,8.96699999999998,"P","F",1,1.38629436111989
"squirrel_18",2,1,1.06700000000001,1,5,"A","F",1,0.693147180559945
"squirrel_24",1,7,18.4,1,84.633,"P","F",0,0
"squirrel_24",5,4,21.933,1,56.466,"P","F",0,1.6094379124341
"squirrel_24",7,0,NA,0,4.86699999999996,"P","F",1,1.94591014905531
"squirrel_32",1,1,4.93299999999999,0,5.23299999999995,"A","F",0,0
"squirrel_32",2,0,NA,1,32.6659999999999,"A","F",0,0.693147180559945
"squirrel_32",3,0,NA,0,8.26700000000005,"A","F",1,1.09861228866811
"squirrel_1",1,0,NA,0,8.5,"A","F",1,0
"squirrel_1",2,1,16.167,0,16.529,"A","F",1,0.693147180559945
"squirrel_1",3,1,33.866,1,35.332,"A","F",0,1.09861228866811
"squirrel_1",4,0,NA,1,90.1659999999999,"A","F",0,1.38629436111989
"squirrel_1",5,0,NA,0,36.1,"A","F",0,1.6094379124341
"squirrel_12",1,0,NA,1,23.833,"A","F",0,0
"squirrel_12",2,0,NA,1,34.3,"A","F",0,0.693147180559945
"squirrel_12",3,0,NA,0,15.833,"A","F",0,1.09861228866811
"squirrel_12",4,0,NA,0,4.43299999999999,"A","F",0,1.38629436111989
"squirrel_7",1,1,7.233,0,10.866,"A","M",0,0
"squirrel_18",1,6,19.066,1,151.165,"A","F",0,0
"squirrel_18",2,7,13.666,1,335.308,"A","F",0,0.693147180559945
"squirrel_18",3,1,9.60000000000002,1,64.899,"A","F",0,1.09861228866811
"squirrel_32",1,0,NA,0,21.533,"A","F",0,0
"squirrel_32",2,0,NA,0,17.033,"A","F",0,0.693147180559945
"squirrel_32",3,0,NA,0,1.56700000000001,"A","F",1,1.09861228866811
"squirrel_32",4,0,NA,1,30.472,"A","F",1,1.38629436111989
"squirrel_32",5,0,NA,0,1.56700000000001,"A","F",1,1.6094379124341
"squirrel_6",1,0,NA,0,45.433,"A","M",0,0
"squirrel_6",2,1,1.23399999999999,1,83.546,"A","M",0,0.693147180559945
"squirrel_6",3,1,4.23400000000001,0,4.92500000000001,"A","M",0,1.09861228866811
"squirrel_6",4,0,NA,1,41.106,"A","M",0,1.38629436111989
"squirrel_6",5,3,15.167,1,136.599,"A","M",0,1.6094379124341
"squirrel_6",6,2,33.633,1,88.633,"A","M",0,1.79175946922805
"squirrel_6",7,1,78.6659999999999,1,84.6659999999999,"A","M",0,1.94591014905531
"squirrel_6",8,0,NA,1,117.571,"A","M",0,2.07944154167984
"squirrel_6",9,0,NA,1,82.066,"A","M",1,2.19722457733622
"squirrel_6",10,0,NA,1,22.6060000000001,"A","M",1,2.30258509299405
"squirrel_6",11,0,NA,1,32.966,"A","M",1,2.39789527279837
"squirrel_6",13,2,78.4119999999998,1,254.262,"A","M",1,2.56494935746154
"squirrel_6",14,2,2.20000000000005,1,235.964,"A","M",1,2.63905732961526
"squirrel_6",15,0,NA,0,15.8330000000001,"A","M",1,2.70805020110221
"squirrel_8",1,0,NA,1,70.1180000000001,"P","F",0,0
"squirrel_8",2,0,NA,0,12.8,"P","F",0,0.693147180559945
"squirrel_8",4,1,11.567,0,5,"P","F",0,1.38629436111989
"squirrel_8",6,0,NA,1,7.73300000000006,"P","F",0,1.79175946922805
"squirrel_22",1,0,NA,1,26.611,"P","F",1,0
"squirrel_22",2,0,NA,0,4.20699999999999,"P","F",1,0.693147180559945
"squirrel_22",3,0,NA,1,125.517,"P","F",1,1.09861228866811
"squirrel_6",2,1,11.067,0,32.867,"A","M",0,0.693147180559945
"squirrel_6",3,0,NA,0,13.866,"A","M",0,1.09861228866811
"squirrel_6",4,0,NA,1,69.739,"A","M",0,1.38629436111989
"squirrel_8",1,1,71.832,1,72.866,"P","F",0,0
"squirrel_8",2,0,NA,0,3.59999999999999,"P","F",0,0.693147180559945
"squirrel_8",4,0,NA,1,13.2,"P","F",0,1.38629436111989
"squirrel_8",5,0,NA,1,31.339,"P","F",0,1.6094379124341
"squirrel_8",6,1,20.233,0,20.533,"P","F",0,1.79175946922805
"squirrel_8",7,0,NA,0,11.834,"P","F",0,1.94591014905531
"squirrel_8",8,0,NA,0,5.96599999999995,"P","F",0,2.07944154167984
"squirrel_6",1,0,NA,0,5,"A","M",0,0
"squirrel_6",2,0,NA,1,95.399,"A","M",0,0.693147180559945
"squirrel_6",3,0,NA,0,5,"A","M",0,1.09861228866811
"squirrel_6",4,2,6.5,0,14.933,"A","M",0,1.38629436111989
"squirrel_6",5,0,NA,0,5,"A","M",0,1.6094379124341
"squirrel_6",6,0,NA,0,9.46699999999998,"A","M",0,1.79175946922805
"squirrel_6",7,0,NA,0,5,"A","M",0,1.94591014905531
"squirrel_6",8,2,5.03399999999999,0,5.16699999999997,"A","M",0,2.07944154167984
"squirrel_6",9,0,NA,0,5,"A","M",0,2.19722457733622
"squirrel_6",10,0,NA,1,82.832,"A","M",0,2.30258509299405
"squirrel_6",11,0,NA,0,5,"A","M",0,2.39789527279837
"squirrel_6",12,6,52.066,1,52.099,"A","M",0,2.484906649788
"squirrel_6",13,0,NA,0,5,"A","M",0,2.56494935746154
"squirrel_6",14,0,NA,0,41.399,"A","M",0,2.63905732961526
"squirrel_34",1,0,NA,0,5,"A","F",1,0
"squirrel_34",2,0,NA,0,13.3000000000001,"A","F",1,0.693147180559945
"squirrel_34",3,0,NA,0,5,"A","F",1,1.09861228866811
"squirrel_34",4,0,NA,0,16.7330000000001,"A","F",1,1.38629436111989
"squirrel_1",1,0,NA,0,81.2,"A","F",0,0
"squirrel_1",2,0,NA,0,14.567,"A","F",0,0.693147180559945
"squirrel_1",3,0,NA,0,18.099,"A","F",0,1.09861228866811
"squirrel_1",4,0,NA,0,31.533,"A","F",0,1.38629436111989
"squirrel_1",5,0,NA,1,24.666,"A","F",0,1.6094379124341
"squirrel_1",6,0,NA,0,12.033,"A","F",0,1.79175946922805
"squirrel_1",7,0,NA,0,18.833,"A","F",0,1.94591014905531
"squirrel_1",8,0,NA,0,16.033,"A","F",0,2.07944154167984
"squirrel_1",9,0,NA,1,37.667,"A","F",0,2.19722457733622
"squirrel_1",10,0,NA,0,35.34,"A","F",0,2.30258509299405
"squirrel_1",11,0,NA,0,21.3000000000001,"A","F",0,2.39789527279837
"squirrel_1",12,1,30.1999999999999,1,94.5659999999999,"A","F",0,2.484906649788
"squirrel_1",13,0,NA,0,19.1660000000001,"A","F",0,2.56494935746154
"squirrel_1",14,0,NA,1,45.1329999999999,"A","F",0,2.63905732961526
"squirrel_1",15,0,NA,1,28.633,"A","F",0,2.70805020110221
"squirrel_1",16,0,NA,1,124.066,"A","F",0,2.77258872223978
"squirrel_1",17,0,NA,1,65.112,"A","F",0,2.83321334405622
"squirrel_1",18,0,NA,0,45.033,"A","F",0,2.89037175789616
"squirrel_1",19,0,NA,1,95.3499999999999,"A","F",0,2.94443897916644
"squirrel_1",20,0,NA,0,29.366,"A","F",1,2.99573227355399
"squirrel_1",21,0,NA,0,39.6329999999998,"A","F",1,3.04452243772342
"squirrel_1",22,1,40.0999999999999,0,40.5,"A","F",1,3.09104245335832
"squirrel_1",23,0,NA,1,49.0989999999999,"A","F",1,3.13549421592915
"squirrel_1",24,1,148.802,1,180.508,"A","F",1,3.17805383034795
"squirrel_1",25,0,NA,1,29.2329999999999,"A","F",1,3.2188758248682
"squirrel_1",26,0,NA,1,228.351,"A","F",1,3.25809653802148
"squirrel_1",27,1,23.8400000000001,0,30.2070000000001,"A","F",1,3.29583686600433
"squirrel_1",28,0,NA,1,81.3719999999998,"A","F",1,3.3322045101752
"squirrel_5",1,0,NA,0,9.69999999999993,"A","F",1,0
"squirrel_5",2,0,NA,0,5,"A","F",1,0.693147180559945
"squirrel_5",3,0,NA,0,5,"A","F",1,1.09861228866811
"squirrel_5",4,0,NA,0,66.672,"A","F",0,1.38629436111989
"squirrel_5",5,0,NA,1,11.8330000000001,"A","F",0,1.6094379124341
"squirrel_5",6,0,NA,1,32.2250000000001,"A","F",1,1.79175946922805
"squirrel_5",7,0,NA,1,123.444,"A","F",0,1.94591014905531
"squirrel_24",1,5,3.173,1,98.979,"P","F",0,0
"squirrel_1",1,0,NA,1,51.666,"A","F",0,0
"squirrel_1",2,0,NA,0,17.899,"A","F",0,0.693147180559945
"squirrel_1",3,0,NA,0,9.533,"A","F",0,1.09861228866811
"squirrel_1",4,0,NA,0,15,"A","F",0,1.38629436111989
"squirrel_1",5,0,NA,0,7.5,"A","F",0,1.6094379124341
"squirrel_10",1,0,NA,0,47.599,"P","F",0,0
"squirrel_10",2,0,NA,0,33.566,"P","F",0,0.693147180559945
"squirrel_10",3,0,NA,0,118.605,"P","F",0,1.09861228866811
"squirrel_10",4,0,NA,0,59.3050000000001,"P","F",0,1.38629436111989
"squirrel_10",5,1,6.56700000000001,0,6.83299999999997,"P","F",0,1.6094379124341
"squirrel_5",1,0,NA,0,1.46600000000001,"A","F",0,0
"squirrel_10",1,0,NA,0,50.633,"P","F",0,0
"squirrel_10",2,0,NA,0,23.866,"P","F",0,0.693147180559945
"squirrel_10",4,0,NA,0,4.53300000000002,"P","F",0,1.38629436111989
"squirrel_10",5,0,NA,0,1.5,"P","F",0,1.6094379124341
"squirrel_10",6,0,NA,0,335.33,"P","F",0,1.79175946922805
"squirrel_10",7,0,NA,0,68.4000000000001,"P","F",0,1.94591014905531
"squirrel_5",1,0,NA,0,79.099,"A","F",0,0
"squirrel_5",2,0,NA,0,59.232,"A","F",0,0.693147180559945
"squirrel_24",2,0,NA,0,29.7730000000001,"P","F",0,0.693147180559945
"squirrel_24",3,6,55.5659999999998,1,182.198,"P","F",0,1.09861228866811
"squirrel_24",4,3,13.1400000000001,1,175.572,"P","F",0,1.38629436111989
"squirrel_24",5,6,47.7660000000001,1,152.931,"P","F",0,1.6094379124341
"squirrel_9",1,0,NA,0,6.77300000000002,"P","F",1,0
"squirrel_6",1,0,NA,1,119.772,"A","M",0,0
"squirrel_6",2,0,NA,0,38.7330000000001,"A","M",0,0.693147180559945
"squirrel_6",3,1,17.639,1,18.006,"A","M",0,1.09861228866811
"squirrel_6",4,0,NA,0,24.306,"A","M",0,1.38629436111989
"squirrel_6",5,0,NA,0,61.072,"A","M",0,1.6094379124341
"squirrel_6",6,0,NA,0,14.607,"A","M",0,1.79175946922805
"squirrel_8",1,1,1.26599999999999,0,1.5,"P","F",0,0
"squirrel_8",2,0,NA,0,30.733,"P","F",0,0.693147180559945
"squirrel_8",3,0,NA,0,2.267,"P","F",0,1.09861228866811
"squirrel_8",4,0,NA,0,10.4,"P","F",0,1.38629436111989
"squirrel_8",5,0,NA,0,18.439,"P","F",0,1.6094379124341
"squirrel_8",7,0,NA,0,12.933,"P","F",0,1.94591014905531
"squirrel_13",1,0,NA,0,45.473,"A","F",0,0
"squirrel_24",1,2,4.607,1,56.145,"P","F",0,0
"squirrel_24",2,0,NA,0,27.033,"P","F",0,0.693147180559945
"squirrel_24",3,1,6.23299999999998,1,3.20000000000002,"P","F",0,1.09861228866811
"squirrel_24",4,1,15.24,1,4.77300000000002,"P","F",0,1.38629436111989
"squirrel_9",1,0,NA,1,94.679,"P","F",0,0
"squirrel_9",2,0,NA,0,10.3,"P","F",0,0.693147180559945
"squirrel_9",3,1,5.333,0,5.59900000000002,"P","F",0,1.09861228866811
"squirrel_14",1,0,NA,1,96.466,"P","F",0,0
"squirrel_14",2,0,NA,0,34.011,"P","F",0,0.693147180559945
"squirrel_14",3,0,NA,0,1.33999999999997,"P","F",0,1.09861228866811
"squirrel_6",1,0,NA,0,64.433,"A","M",0,0
"squirrel_6",2,0,NA,0,6.16699999999997,"A","M",0,0.693147180559945
"squirrel_6",3,0,NA,0,16.366,"A","M",0,1.09861228866811
"squirrel_6",4,1,19.133,1,19.3,"A","M",0,1.38629436111989
"squirrel_6",5,0,NA,1,113.965,"A","M",0,1.6094379124341
"squirrel_6",6,1,13.6,0,13.934,"A","M",0,1.79175946922805
"squirrel_6",7,3,69.499,1,69.7660000000001,"A","M",0,1.94591014905531
"squirrel_6",8,0,NA,1,191.731,"A","M",1,2.07944154167984
"squirrel_6",9,1,12.867,0,13.0330000000001,"A","M",0,2.19722457733622
"squirrel_6",10,4,27.74,1,259.81,"A","M",1,2.30258509299405
"squirrel_6",11,0,NA,0,20.4670000000001,"A","M",1,2.39789527279837
"squirrel_6",12,0,NA,0,8.83300000000008,"A","M",1,2.484906649788
"squirrel_6",13,0,NA,0,28.933,"A","M",1,2.56494935746154
"squirrel_8",1,0,NA,0,2.40000000000009,"P","F",1,0
"squirrel_8",2,0,NA,0,130.932,"P","F",1,0.693147180559945
"squirrel_8",3,0,NA,0,41.5,"P","F",1,1.09861228866811
"squirrel_8",4,0,NA,0,16.2339999999999,"P","F",1,1.38629436111989
"squirrel_8",6,1,24.239,0,24.3720000000001,"P","F",1,1.79175946922805
"squirrel_8",7,0,NA,0,103.471,"P","F",1,1.94591014905531
"squirrel_8",8,0,NA,0,20.7059999999997,"P","F",1,2.07944154167984
"squirrel_24",1,4,18.999,1,275.969,"P","F",0,0
"squirrel_24",2,14,0.867000000000075,1,212.365,"P","F",0,0.693147180559945
"squirrel_24",3,1,18.133,1,5,"P","F",0,1.09861228866811
"squirrel_24",4,0,NA,0,1.30700000000002,"P","F",0,1.38629436111989
"squirrel_24",5,4,29.566,1,146.798,"P","F",0,1.6094379124341
"squirrel_1",1,1,10.833,0,11.1,"A","F",0,0
"squirrel_1",2,0,NA,1,29.666,"A","F",0,0.693147180559945
"squirrel_1",3,0,NA,0,13.567,"A","F",0,1.09861228866811
"squirrel_1",4,0,NA,0,7.834,"A","F",0,1.38629436111989
"squirrel_1",5,1,6.03399999999999,0,6.334,"A","F",0,1.6094379124341
"squirrel_1",6,0,NA,1,68.972,"A","F",0,1.79175946922805
"squirrel_1",7,0,NA,0,15.067,"A","F",0,1.94591014905531
"squirrel_1",9,1,14.433,0,14.833,"A","F",0,2.19722457733622
"squirrel_1",10,1,40.799,1,41.033,"A","F",0,2.30258509299405
"squirrel_1",11,0,NA,1,47.972,"A","F",0,2.39789527279837
"squirrel_1",12,1,9.43299999999999,1,9.56700000000001,"A","F",0,2.484906649788
"squirrel_1",13,0,NA,1,25.066,"A","F",0,2.56494935746154
"squirrel_1",14,1,3.10000000000002,0,3.26700000000005,"A","F",1,2.63905732961526
"squirrel_1",15,1,15.2670000000001,1,20.633,"A","F",0,2.70805020110221
"squirrel_1",16,0,NA,1,15.567,"A","F",0,2.77258872223978
"squirrel_1",17,1,26.867,1,27.2,"A","F",0,2.83321334405622
"squirrel_1",18,0,NA,1,5,"A","F",0,2.89037175789616
"squirrel_1",19,0,NA,1,5,"A","F",1,2.94443897916644
"squirrel_1",20,0,NA,1,54.245,"A","F",1,2.99573227355399
"squirrel_1",21,0,NA,1,63.712,"A","F",1,3.04452243772342
"squirrel_1",22,0,NA,1,16.7670000000001,"A","F",1,3.09104245335832
"squirrel_1",23,0,NA,1,23.6669999999999,"A","F",1,3.13549421592915
"squirrel_1",24,0,NA,1,10.2340000000002,"A","F",1,3.17805383034795
"squirrel_1",25,0,NA,1,22.566,"A","F",1,3.2188758248682
"squirrel_1",26,0,NA,1,29.972,"A","F",1,3.25809653802148
"squirrel_1",27,0,NA,0,14.173,"A","F",1,3.29583686600433
"squirrel_1",28,2,41.799,1,68.5319999999999,"A","F",1,3.3322045101752
"squirrel_1",29,1,34.345,1,40.2449999999999,"A","F",1,3.36729582998647
"squirrel_1",30,0,NA,1,23.9669999999999,"A","F",1,3.40119738166216
"squirrel_1",31,0,NA,0,22.6659999999999,"A","F",1,3.43398720448515
"squirrel_1",32,0,NA,0,38.367,"A","F",1,3.46573590279973
"squirrel_1",33,0,NA,0,7.29999999999995,"A","F",1,3.49650756146648
"squirrel_1",34,1,4.26700000000005,0,4.40000000000009,"A","F",1,3.52636052461616
"squirrel_1",35,0,NA,1,47.866,"A","F",1,3.55534806148941
"squirrel_1",36,0,NA,1,28.373,"A","F",1,3.58351893845611
"squirrel_1",37,0,NA,0,1.43299999999999,"A","F",1,3.61091791264422
"squirrel_1",38,1,17.0330000000001,1,17.1659999999999,"A","F",1,3.63758615972639
"squirrel_1",39,0,NA,1,15.0729999999999,"A","F",1,3.66356164612965
"squirrel_1",40,0,NA,0,6.7059999999999,"A","F",1,3.68887945411394
"squirrel_1",41,0,NA,1,47.4779999999998,"A","F",1,3.71357206670431
"squirrel_1",42,0,NA,1,80.575,"A","F",1,3.73766961828337
"squirrel_1",43,1,16.9339999999997,1,17.1999999999998,"A","F",1,3.76120011569356
"squirrel_1",44,0,NA,1,18.3719999999998,"A","F",1,3.78418963391826
"squirrel_1",45,1,18.9659999999999,1,25.9659999999999,"A","F",1,3.80666248977032
"squirrel_1",46,0,NA,0,7.4340000000002,"A","F",1,3.8286413964891
"squirrel_10",1,0,NA,1,43.899,"P","F",0,0
"squirrel_10",2,0,NA,0,14.267,"P","F",0,0.693147180559945
"squirrel_10",3,0,NA,0,10.767,"P","F",0,1.09861228866811
"squirrel_10",4,0,NA,0,12.1,"P","F",0,1.38629436111989
"squirrel_10",5,0,NA,0,3.54000000000002,"P","F",0,1.6094379124341
"squirrel_10",6,0,NA,0,1.46700000000001,"P","F",1,1.79175946922805
"squirrel_10",7,0,NA,1,88.872,"P","F",1,1.94591014905531
"squirrel_10",8,0,NA,0,3.79999999999995,"P","F",1,2.07944154167984
"squirrel_10",9,0,NA,1,17.24,"P","F",1,2.19722457733622
"squirrel_10",10,0,NA,0,2.10000000000014,"P","F",1,2.30258509299405
"squirrel_10",11,0,NA,1,10.2340000000002,"P","F",1,2.39789527279837
"squirrel_10",12,0,NA,1,18.566,"P","F",1,2.484906649788
"squirrel_10",13,0,NA,0,2.80000000000018,"P","F",1,2.56494935746154
"squirrel_10",14,0,NA,1,27.2329999999999,"P","F",1,2.63905732961526
"squirrel_10",15,0,NA,1,5,"P","F",1,2.70805020110221
"squirrel_10",16,0,NA,0,5,"P","F",1,2.77258872223978
"squirrel_10",17,0,NA,1,5,"P","F",1,2.83321334405622
"squirrel_10",18,0,NA,0,9.10000000000014,"P","F",1,2.89037175789616
"squirrel_10",19,0,NA,0,5,"P","F",1,2.94443897916644
"squirrel_10",20,0,NA,1,9.16699999999992,"P","F",1,2.99573227355399
"squirrel_33",1,0,NA,1,5,"P","F",1,0
"squirrel_33",2,0,NA,0,3.33299999999997,"P","F",1,0.693147180559945
"squirrel_33",3,0,NA,1,28.146,"P","F",1,1.09861228866811
"squirrel_33",4,0,NA,1,25.333,"P","F",1,1.38629436111989
"squirrel_33",5,0,NA,0,2.60000000000002,"P","F",1,1.6094379124341
"squirrel_33",6,0,NA,0,1.96600000000001,"P","F",1,1.79175946922805
"squirrel_33",7,0,NA,0,1.66700000000014,"P","F",1,1.94591014905531
"squirrel_33",9,0,NA,0,3.93299999999999,"P","F",1,2.19722457733622
"squirrel_33",10,0,NA,0,25.6659999999999,"P","F",1,2.30258509299405
"squirrel_33",11,1,11.4399999999998,0,11.8399999999999,"P","F",1,2.39789527279837
"squirrel_33",12,0,NA,0,2.53300000000013,"P","F",1,2.484906649788
"squirrel_33",13,0,NA,1,6.09999999999991,"P","F",1,2.56494935746154
"squirrel_33",14,1,45.6389999999999,1,4.36699999999996,"P","F",1,2.63905732961526
"squirrel_33",15,0,NA,1,5.63400000000001,"P","F",1,2.70805020110221
"squirrel_33",16,0,NA,0,1.56600000000003,"P","F",1,2.77258872223978
"squirrel_33",17,0,NA,0,6.63300000000004,"P","F",1,2.83321334405622
"squirrel_33",18,1,7.4670000000001,0,7.5,"P","F",1,2.89037175789616
"squirrel_2",1,1,31.973,1,32.173,"A","F",0,0
"squirrel_2",2,2,1.833,1,39.706,"A","F",0,0.693147180559945
"squirrel_5",1,0,NA,0,12.3,"A","F",1,0
"squirrel_5",2,0,NA,0,3.53399999999999,"A","F",0,0.693147180559945
"squirrel_5",3,0,NA,0,4.46699999999998,"A","F",1,1.09861228866811
"squirrel_5",5,0,NA,1,12.866,"A","F",1,1.6094379124341
"squirrel_5",6,0,NA,0,16.133,"A","F",1,1.79175946922805
"squirrel_5",7,0,NA,1,5,"A","F",1,1.94591014905531
"squirrel_5",8,0,NA,0,5,"A","F",1,2.07944154167984
"squirrel_5",9,0,NA,1,13.633,"A","F",1,2.19722457733622
"squirrel_5",10,0,NA,0,5,"A","F",1,2.30258509299405
"squirrel_5",11,1,27.033,1,31.633,"A","F",1,2.39789527279837
"squirrel_5",12,0,NA,0,6.97300000000007,"A","F",1,2.484906649788
"squirrel_5",13,0,NA,0,8.76700000000005,"A","F",1,2.56494935746154
"squirrel_5",14,0,NA,0,2.36699999999996,"A","F",1,2.63905732961526
"squirrel_5",15,0,NA,0,3.93399999999997,"A","F",1,2.70805020110221
"squirrel_5",16,1,22.3000000000002,1,26.433,"A","F",1,2.77258872223978
"squirrel_5",17,0,NA,0,4.5329999999999,"A","F",1,2.83321334405622
"squirrel_5",18,0,NA,0,5.13300000000004,"A","F",1,2.89037175789616
"squirrel_5",19,0,NA,0,6.09999999999991,"A","F",1,2.94443897916644
"squirrel_5",20,1,39.9060000000002,0,40.2060000000001,"A","F",1,2.99573227355399
"squirrel_5",21,0,NA,0,26.5719999999999,"A","F",1,3.04452243772342
"squirrel_5",22,0,NA,0,3.59999999999991,"A","F",1,3.09104245335832
